index,example,question_context,choices,path
242,4,party,clean,party <--RelatedTo-- fair --Synonym--> clean
243,4,party,mess,party --RelatedTo--> mess
244,4,party,having,party --RelatedTo--> having
245,4,party,trouble,party --RelatedTo--> game <--RelatedTo-- trouble
246,4,party,the mess,[]
247,4,party,party,party
248,4,party,punish,party --UsedFor--> relaxing <--HasLastSubevent-- punish
249,4,party,alex,party --IsA--> person <--IsA-- alex
250,4,alex's parents,a party,[]
251,4,alex's parents,clean,[]
252,4,alex's parents,mess,[]
253,4,alex's parents,having,[]
254,4,alex's parents,trouble,[]
255,4,alex's parents,the mess,[]
256,4,alex's parents,party,[]
257,4,alex's parents,punish,[]
258,4,alex's parents,alex,[]
259,4,alex,a party,[]
260,4,alex,clean,alex --IsA--> person --Desires--> clean
261,4,alex,mess,[]
262,4,alex,having,[]
263,4,alex,trouble,[]
264,4,alex,the mess,[]
265,4,alex,party,alex --IsA--> person <--IsA-- party
266,4,alex,punish,[]
267,4,alex,alex,alex
268,4,house,a party,[]
269,4,house,clean,house <--PartOf-- shower --RelatedTo--> clean
270,4,house,mess,house --RelatedTo--> four <--RelatedTo-- mess
271,4,house,having,house <--RelatedTo-- castellated --RelatedTo--> having
272,4,house,trouble,house <--AtLocation-- board game <--RelatedTo-- trouble
273,4,house,the mess,[]
274,4,house,party,house <--RelatedTo-- party
275,4,house,punish,house <--RelatedTo-- ground --RelatedTo--> punish
276,4,house,alex,house <--AtLocation-- baby <--IsA-- alex
277,5,harvard,read,[]
278,5,harvard,harvard,harvard
279,5,harvard,away,[]
280,5,harvard,apply,harvard --IsA--> college <--RelatedTo-- apply
281,5,harvard,entry,[]
282,5,harvard,letter,[]
283,5,harvard,the letter,[]
284,5,harvard,throw,[]
285,5,want,read,want --DistinctFrom--> have <--MannerOf-- read
286,5,want,harvard,[]
287,5,want,away,want --MannerOf--> be --RelatedTo--> away
288,5,want,apply,want --DistinctFrom--> pot --RelatedTo--> apply
289,5,want,entry,[]
290,5,want,letter,[]
291,5,want,the letter,[]
292,5,want,throw,want <--RelatedTo-- waste --RelatedTo--> throw
293,5,excited,read,[]
294,5,excited,harvard,[]
295,5,excited,away,excited <--RelatedTo-- carried away --DerivedFrom--> away
296,5,excited,apply,[]
297,5,excited,entry,[]
298,5,excited,letter,[]
299,5,excited,the letter,[]
300,5,excited,throw,[]
301,5,a letter,read,[]
302,5,a letter,harvard,[]
303,5,a letter,away,[]
304,5,a letter,apply,[]
305,5,a letter,entry,[]
306,5,a letter,letter,[]
307,5,a letter,the letter,[]
308,5,a letter,throw,[]
309,5,got,read,got --Synonym--> have <--MannerOf-- read
310,5,got,harvard,[]
311,5,got,away,got <--RelatedTo-- go <--RelatedTo-- away
312,5,got,apply,got <--RelatedTo-- go --RelatedTo--> apply
313,5,got,entry,[]
314,5,got,letter,got <--RelatedTo-- piece <--RelatedTo-- letter
315,5,got,the letter,[]
316,5,got,throw,got --HasContext--> slang <--HasContext-- throw
317,5,wa,read,wa --HasContext--> u --CapableOf--> read
318,5,wa,harvard,[]
319,5,wa,away,wa --RelatedTo--> be --RelatedTo--> away
320,5,wa,apply,wa --RelatedTo--> before <--RelatedTo-- apply
321,5,wa,entry,[]
322,5,wa,letter,wa --HasContext--> u --IsA--> letter
323,5,wa,the letter,[]
324,5,wa,throw,[]
325,5,skylar,read,[]
326,5,skylar,harvard,[]
327,5,skylar,away,[]
328,5,skylar,apply,[]
329,5,skylar,entry,[]
330,5,skylar,letter,[]
331,5,skylar,the letter,[]
332,5,skylar,throw,[]
333,5,the mail,read,[]
334,5,the mail,harvard,[]
335,5,the mail,away,[]
336,5,the mail,apply,[]
337,5,the mail,entry,[]
338,5,the mail,letter,[]
339,5,the mail,the letter,[]
340,5,the mail,throw,[]
341,5,mail,read,mail --HasContext--> u --CapableOf--> read
342,5,mail,harvard,[]
343,5,mail,away,mail --MannerOf--> send <--RelatedTo-- away
344,5,mail,apply,mail --MannerOf--> send <--RelatedTo-- apply
345,5,mail,entry,mail <--MannerOf-- register --RelatedTo--> entry
346,5,mail,letter,mail --RelatedTo--> letter
347,5,mail,the letter,[]
348,5,mail,throw,mail <--RelatedTo-- deliver --MannerOf--> throw
349,5,letter,read,letter --IsA--> text --ReceivesAction--> read
350,5,letter,harvard,[]
351,5,letter,away,letter --RelatedTo--> send <--RelatedTo-- away
352,5,letter,apply,letter --RelatedTo--> send <--RelatedTo-- apply
353,5,letter,entry,letter --RelatedTo--> element <--Synonym-- entry
354,5,letter,letter,letter
355,5,letter,the letter,[]
356,5,letter,throw,letter <--RelatedTo-- pitch --IsA--> throw
357,6,giant,pipe,giant --HasContext--> computing <--HasContext-- pipe
358,6,giant,pile,giant <--RelatedTo-- mountain --RelatedTo--> pile
359,6,the giant pile,pipe,[]
360,6,the giant pile,pile,[]
361,6,rigid,pipe,rigid <--RelatedTo-- pipe
362,6,rigid,pile,rigid <--RelatedTo-- set --RelatedTo--> pile
363,6,wa,pipe,wa --HasContext--> u <--HasContext-- pipe
364,6,wa,pile,[]
365,6,the pipe,pipe,[]
366,6,the pipe,pile,[]
367,6,pipe,pipe,pipe
368,6,pipe,pile,pipe --RelatedTo--> fabric <--RelatedTo-- pile
369,6,burst,pipe,[]
370,6,burst,pile,[]
371,6,eased,pipe,[]
372,6,eased,pile,[]
373,6,pile,pipe,pile --RelatedTo--> fabric <--RelatedTo-- pipe
374,6,pile,pile,pile
375,7,people,kevin,[]
376,7,people,lawrence,[]
377,7,crowd,kevin,[]
378,7,crowd,lawrence,[]
379,7,new,kevin,[]
380,7,new,lawrence,[]
381,7,lawrence,kevin,[]
382,7,lawrence,lawrence,lawrence
383,7,new york city,kevin,[]
384,7,new york city,lawrence,[]
385,7,visiting,kevin,[]
386,7,visiting,lawrence,[]
387,7,not lawrence,kevin,[]
388,7,not lawrence,lawrence,[]
389,7,york,kevin,york --HasContext--> slang <--HasContext-- kevin
390,7,york,lawrence,york --RelatedTo--> county seat <--RelatedTo-- lawrence
391,7,hate,kevin,[]
392,7,hate,lawrence,[]
393,7,interested,kevin,[]
394,7,interested,lawrence,[]
395,7,city,kevin,[]
396,7,city,lawrence,city --RelatedTo--> kansa <--PartOf-- lawrence
397,7,interested kevin,kevin,[]
398,7,interested kevin,lawrence,[]
399,7,kevin,kevin,kevin
400,7,kevin,lawrence,[]
401,8,graduated,open,[]
402,8,graduated,decided,[]
403,8,graduated,jim,[]
404,8,graduated,devise,[]
405,8,graduated,a plan,[]
406,8,graduated,repayment,[]
407,8,graduated,plan,graduated <--MotivatedByGoal-- receive degree --HasPrerequisite--> plan
408,8,graduated,card,[]
409,8,graduated,another credit card,[]
410,8,graduated,credit,[]
411,8,realized,open,[]
412,8,realized,decided,[]
413,8,realized,jim,[]
414,8,realized,devise,[]
415,8,realized,a plan,[]
416,8,realized,repayment,[]
417,8,realized,plan,[]
418,8,realized,card,[]
419,8,realized,another credit card,[]
420,8,realized,credit,[]
421,8,so much money,open,[]
422,8,so much money,decided,[]
423,8,so much money,jim,[]
424,8,so much money,devise,[]
425,8,so much money,a plan,[]
426,8,so much money,repayment,[]
427,8,so much money,plan,[]
428,8,so much money,card,[]
429,8,so much money,another credit card,[]
430,8,so much money,credit,[]
431,8,the next sentence,open,[]
432,8,the next sentence,decided,[]
433,8,the next sentence,jim,[]
434,8,the next sentence,devise,[]
435,8,the next sentence,a plan,[]
436,8,the next sentence,repayment,[]
437,8,the next sentence,plan,[]
438,8,the next sentence,card,[]
439,8,the next sentence,another credit card,[]
440,8,the next sentence,credit,[]
441,8,debt,open,debt --RelatedTo--> action <--RelatedTo-- open
442,8,debt,decided,[]
443,8,debt,jim,[]
444,8,debt,devise,debt <--RelatedTo-- law <--HasContext-- devise
445,8,debt,a plan,[]
446,8,debt,repayment,debt --RelatedTo--> money <--RelatedTo-- repayment
447,8,debt,plan,debt --RelatedTo--> bill --RelatedTo--> plan
448,8,debt,card,debt --RelatedTo--> card
449,8,debt,another credit card,[]
450,8,debt,credit,debt --RelatedTo--> credit
451,8,bought,open,bought --DerivedFrom--> t --RelatedTo--> open
452,8,bought,decided,[]
453,8,bought,jim,[]
454,8,bought,devise,bought <--RelatedTo-- property <--RelatedTo-- devise
455,8,bought,a plan,[]
456,8,bought,repayment,[]
457,8,bought,plan,[]
458,8,bought,card,bought <--RelatedTo-- property --RelatedTo--> card
459,8,bought,another credit card,[]
460,8,bought,credit,[]
461,8,$,open,[]
462,8,$,decided,[]
463,8,$,jim,[]
464,8,$,devise,[]
465,8,$,a plan,[]
466,8,$,repayment,[]
467,8,$,plan,[]
468,8,$,card,[]
469,8,$,another credit card,[]
470,8,$,credit,[]
471,8,got,open,got <--RelatedTo-- country --RelatedTo--> open
472,8,got,decided,[]
473,8,got,jim,[]
474,8,got,devise,[]
475,8,got,a plan,[]
476,8,got,repayment,[]
477,8,got,plan,[]
478,8,got,card,got <--RelatedTo-- piece <--RelatedTo-- card
479,8,got,another credit card,[]
480,8,got,credit,[]
481,8,wa,open,wa <--RelatedTo-- t --RelatedTo--> open
482,8,wa,decided,[]
483,8,wa,jim,[]
484,8,wa,devise,[]
485,8,wa,a plan,[]
486,8,wa,repayment,[]
487,8,wa,plan,wa --HasContext--> u <--HasContext-- plan
488,8,wa,card,wa --RelatedTo--> used <--RelatedTo-- card
489,8,wa,another credit card,[]
490,8,wa,credit,wa --HasContext--> u <--HasContext-- credit
491,8,his first credit card,open,[]
492,8,his first credit card,decided,[]
493,8,his first credit card,jim,[]
494,8,his first credit card,devise,[]
495,8,his first credit card,a plan,[]
496,8,his first credit card,repayment,[]
497,8,his first credit card,plan,[]
498,8,his first credit card,card,[]
499,8,his first credit card,another credit card,[]
500,8,his first credit card,credit,[]
501,8,a job,open,[]
502,8,a job,decided,[]
503,8,a job,jim,[]
504,8,a job,devise,[]
505,8,a job,a plan,[]
506,8,a job,repayment,[]
507,8,a job,plan,[]
508,8,a job,card,[]
509,8,a job,another credit card,[]
510,8,a job,credit,[]
511,8,college,open,college <--RelatedTo-- cut --RelatedTo--> open
512,8,college,decided,[]
513,8,college,jim,college --RelatedTo--> kid <--HasA-- jim
514,8,college,devise,[]
515,8,college,a plan,[]
516,8,college,repayment,[]
517,8,college,plan,college --RelatedTo--> people --CapableOf--> plan
518,8,college,card,college --RelatedTo--> four <--RelatedTo-- card
519,8,college,another credit card,[]
520,8,college,credit,college <--RelatedTo-- merit --RelatedTo--> credit
521,8,spend,open,spend --RelatedTo--> spread --RelatedTo--> open
522,8,spend,decided,[]
523,8,spend,jim,[]
524,8,spend,devise,spend <--RelatedTo-- contrive --RelatedTo--> devise
525,8,spend,a plan,[]
526,8,spend,repayment,spend --RelatedTo--> money <--RelatedTo-- repayment
527,8,spend,plan,spend <--MannerOf-- lay out --MannerOf--> plan
528,8,spend,card,spend --RelatedTo--> money <--RelatedTo-- card
529,8,spend,another credit card,[]
530,8,spend,credit,spend --RelatedTo--> money --RelatedTo--> credit
531,8,jim,open,[]
532,8,jim,decided,[]
533,8,jim,jim,jim
534,8,jim,devise,[]
535,8,jim,a plan,[]
536,8,jim,repayment,[]
537,8,jim,plan,[]
538,8,jim,card,[]
539,8,jim,another credit card,[]
540,8,jim,credit,[]
541,8,card,open,card --HasContext--> cricket <--HasContext-- open
542,8,card,decided,card --RelatedTo--> clear <--RelatedTo-- decided
543,8,card,jim,[]
544,8,card,devise,card <--RelatedTo-- property <--RelatedTo-- devise
545,8,card,a plan,[]
546,8,card,repayment,card --RelatedTo--> payment <--IsA-- repayment
547,8,card,plan,card --RelatedTo--> device <--RelatedTo-- plan
548,8,card,card,card
549,8,card,another credit card,[]
550,8,card,credit,card --RelatedTo--> credit
551,8,"a $10,000 debt",open,[]
552,8,"a $10,000 debt",decided,[]
553,8,"a $10,000 debt",jim,[]
554,8,"a $10,000 debt",devise,[]
555,8,"a $10,000 debt",a plan,[]
556,8,"a $10,000 debt",repayment,[]
557,8,"a $10,000 debt",plan,[]
558,8,"a $10,000 debt",card,[]
559,8,"a $10,000 debt",another credit card,[]
560,8,"a $10,000 debt",credit,[]
561,8,sentence,open,sentence <--AtLocation-- space --RelatedTo--> open
562,8,sentence,decided,[]
563,8,sentence,jim,[]
564,8,sentence,devise,sentence <--RelatedTo-- and --RelatedTo--> devise
565,8,sentence,a plan,[]
566,8,sentence,repayment,sentence --IsA--> punishment --RelatedTo--> repayment
567,8,sentence,plan,[]
568,8,sentence,card,sentence <--AtLocation-- space <--RelatedTo-- card
569,8,sentence,another credit card,[]
570,8,sentence,credit,sentence --HasContext--> law <--HasContext-- credit
571,8,"10,000",open,[]
572,8,"10,000",decided,[]
573,8,"10,000",jim,[]
574,8,"10,000",devise,[]
575,8,"10,000",a plan,[]
576,8,"10,000",repayment,[]
577,8,"10,000",plan,[]
578,8,"10,000",card,[]
579,8,"10,000",another credit card,[]
580,8,"10,000",credit,[]
581,8,money,open,money <--RelatedTo-- pot --RelatedTo--> open
582,8,money,decided,[]
583,8,money,jim,money <--RelatedTo-- nut <--HasProperty-- jim
584,8,money,devise,money <--RelatedTo-- property <--RelatedTo-- devise
585,8,money,a plan,[]
586,8,money,repayment,money <--RelatedTo-- repayment
587,8,money,plan,money <--RelatedTo-- organization <--RelatedTo-- plan
588,8,money,card,money <--RelatedTo-- card
589,8,money,another credit card,[]
590,8,money,credit,money --RelatedTo--> credit
591,8,his card,open,[]
592,8,his card,decided,[]
593,8,his card,jim,[]
594,8,his card,devise,[]
595,8,his card,a plan,[]
596,8,his card,repayment,[]
597,8,his card,plan,[]
598,8,his card,card,[]
599,8,his card,another credit card,[]
600,8,his card,credit,[]
601,8,amounted,open,[]
602,8,amounted,decided,[]
603,8,amounted,jim,[]
604,8,amounted,devise,[]
605,8,amounted,a plan,[]
606,8,amounted,repayment,[]
607,8,amounted,plan,[]
608,8,amounted,card,[]
609,8,amounted,another credit card,[]
610,8,amounted,credit,[]
611,8,job,open,job <--RelatedTo-- cut --RelatedTo--> open
612,8,job,decided,[]
613,8,job,jim,[]
614,8,job,devise,job <--RelatedTo-- law <--HasContext-- devise
615,8,job,a plan,[]
616,8,job,repayment,job <--RelatedTo-- payment <--IsA-- repayment
617,8,job,plan,job <--RelatedTo-- engineer --RelatedTo--> plan
618,8,job,card,job <--RelatedTo-- walk --RelatedTo--> card
619,8,job,another credit card,[]
620,8,job,credit,job <--RelatedTo-- law <--HasContext-- credit
621,8,credit,open,credit --HasContext--> business <--HasContext-- open
622,8,credit,decided,[]
623,8,credit,jim,[]
624,8,credit,devise,credit --HasContext--> law <--HasContext-- devise
625,8,credit,a plan,[]
626,8,credit,repayment,credit <--RelatedTo-- money <--RelatedTo-- repayment
627,8,credit,plan,credit --IsA--> list <--RelatedTo-- plan
628,8,credit,card,credit <--RelatedTo-- card
629,8,credit,another credit card,[]
630,8,credit,credit,credit
631,8,foolish,open,[]
632,8,foolish,decided,[]
633,8,foolish,jim,[]
634,8,foolish,devise,[]
635,8,foolish,a plan,[]
636,8,foolish,repayment,[]
637,8,foolish,plan,[]
638,8,foolish,card,foolish --DerivedFrom--> fool --RelatedTo--> card
639,8,foolish,another credit card,[]
640,8,foolish,credit,[]
641,9,near,buy,near <--RelatedTo-- be <--MannerOf-- buy
642,9,near,celebrated,[]
643,9,near,-,[]
644,9,near,horse,near --HasContext--> u <--HasContext-- horse
645,9,near,a 45-acre horse farm,[]
646,9,near,farm,near --Antonym--> remote <--RelatedTo-- farm
647,9,near,dream,near --RelatedTo--> time <--RelatedTo-- dream
648,9,near,mark,[]
649,9,near,participating,[]
650,9,near,nice,near --Synonym--> dear --RelatedTo--> nice
651,9,near,dinner,near --RelatedTo--> time <--RelatedTo-- dinner
652,9,near,a nice dinner,[]
653,9,near,retired,[]
654,9,near,acre,[]
655,9,near,45,[]
656,9,right,buy,right <--RelatedTo-- take --MannerOf--> buy
657,9,right,celebrated,right <--Desires-- person --Desires--> celebrated
658,9,right,-,[]
659,9,right,horse,right <--RelatedTo-- eatage --RelatedTo--> horse
660,9,right,a 45-acre horse farm,[]
661,9,right,farm,right <--RelatedTo-- property <--RelatedTo-- farm
662,9,right,dream,right <--RelatedTo-- perfect <--RelatedTo-- dream
663,9,right,mark,right <--RelatedTo-- guard --RelatedTo--> mark
664,9,right,participating,[]
665,9,right,nice,right --Synonym--> proper --RelatedTo--> nice
666,9,right,dinner,right <--RelatedTo-- record --RelatedTo--> dinner
667,9,right,a nice dinner,[]
668,9,right,retired,[]
669,9,right,acre,right <--RelatedTo-- property --RelatedTo--> acre
670,9,right,45,right <--RelatedTo-- record <--RelatedTo-- 45
671,9,l.,buy,[]
672,9,l.,celebrated,[]
673,9,l.,-,[]
674,9,l.,horse,[]
675,9,l.,a 45-acre horse farm,[]
676,9,l.,farm,[]
677,9,l.,dream,[]
678,9,l.,mark,[]
679,9,l.,participating,[]
680,9,l.,nice,[]
681,9,l.,dinner,[]
682,9,l.,a nice dinner,[]
683,9,l.,retired,[]
684,9,l.,acre,[]
685,9,l.,45,[]
686,9,found,buy,found <--RelatedTo-- cry --RelatedTo--> buy
687,9,found,celebrated,[]
688,9,found,-,[]
689,9,found,horse,found --RelatedTo--> start --RelatedTo--> horse
690,9,found,a 45-acre horse farm,[]
691,9,found,farm,found <--RelatedTo-- establishment <--RelatedTo-- farm
692,9,found,dream,found <--RelatedTo-- cloud <--RelatedTo-- dream
693,9,found,mark,found <--RelatedTo-- circle --RelatedTo--> mark
694,9,found,participating,[]
695,9,found,nice,found <--RelatedTo-- cloud --RelatedTo--> nice
696,9,found,dinner,[]
697,9,found,a nice dinner,[]
698,9,found,retired,[]
699,9,found,acre,[]
700,9,found,45,[]
701,9,st.,buy,[]
702,9,st.,celebrated,[]
703,9,st.,-,[]
704,9,st.,horse,[]
705,9,st.,a 45-acre horse farm,[]
706,9,st.,farm,[]
707,9,st.,dream,[]
708,9,st.,mark,[]
709,9,st.,participating,[]
710,9,st.,nice,[]
711,9,st.,dinner,[]
712,9,st.,a nice dinner,[]
713,9,st.,retired,[]
714,9,st.,acre,[]
715,9,st.,45,[]
716,9,bailey,buy,[]
